Account_ID,Customer_ID,Product_Type,Disbursement_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Outstanding_Balance,Months_On_Book,EMIs_Due,EMIs_Paid,Current_DPD,DPD_Bucket,Customer_Age,Gender,Monthly_Income,Employment_Type,Employment_Years,City,Residence_Type,Marital_Status,Dependents,Bureau_Score,Total_Trade_Lines,Active_Accounts,Delinquent_Accounts,Credit_Utilization_Pct,Enquiries_Last_3M,Enquiries_Last_6M,Enquiries_Last_12M,Worst_DPD_Last_12M,Written_Off_Accounts,Collection_Calls,PTP_Count,PTP_Kept,Bounce_Count
LN2024009175,CUS0009175,Personal Loan,2023-08-28,37400.0,12,22.06,3502.0,7480.0,18,12,12,0,Current,39,Male,10520,Government,0.5,Riyadh,Owned,Married,0,568,7,3,1,73.7,2,4,4,30,0,0,0,0,0
LN2024009176,CUS0009176,Personal Loan,2025-01-19,12200.0,24,22.52,636.0,12200.0,1,1,0,139,90+ DPD,37,Male,4087,Salaried,5.4,Makkah,Owned,Married,0,666,10,6,0,37.0,1,1,2,0,0,7,1,1,0
LN2024009177,CUS0009177,Credit Card,2024-07-31,8600.0,18,34.36,618.0,1720.0,7,7,7,0,Current,53,Male,4000,Salaried,9.5,Jeddah,Company Provided,Single,4,631,10,5,1,39.5,0,0,1,0,0,0,0,0,0
LN2024009178,CUS0009178,Credit Card,2024-06-18,3000.0,12,28.31,290.0,600.0,8,8,8,0,Current,55,Male,4000,Business Owner,1.8,Jeddah,Family,Married,3,619,10,5,0,58.7,1,1,1,0,0,0,0,0,0
LN2024009179,CUS0009179,Consumer Durable,2023-11-24,3000.0,18,11.08,182.0,1400.0,15,15,10,169,90+ DPD,40,Male,4000,Self-Employed,0.5,Riyadh,Rented,Married,2,558,3,1,0,55.3,0,1,3,0,0,14,5,1,2
LN2024009180,CUS0009180,Auto Loan,2023-11-13,24900.0,24,14.65,1203.0,4980.0,15,15,15,0,Current,41,Male,9856,Government,1.2,Riyadh,Rented,Married,5,500,11,7,1,74.3,0,1,2,90,0,0,0,0,0
LN2024009181,CUS0009181,Auto Loan,2024-02-18,20900.0,48,13.31,564.0,4180.0,12,12,12,0,Current,47,Female,4914,Self-Employed,0.5,Jeddah,Company Provided,Single,1,678,8,5,0,41.2,0,0,2,0,0,0,0,0,0
LN2024009182,CUS0009182,Consumer Durable,2023-10-26,7000.0,9,18.12,838.0,2022.22,16,9,8,8,1-30 DPD,48,Male,4000,Salaried,10.8,Jeddah,Company Provided,Single,3,637,10,7,0,53.1,0,2,4,0,0,5,2,1,1
LN2024009183,CUS0009183,Auto Loan,2024-07-15,60400.0,48,17.4,1755.0,12080.0,7,7,7,0,Current,52,Male,15775,Salaried,5.8,Jeddah,Rented,Married,4,659,10,5,0,30.4,0,0,3,30,0,0,0,0,0
LN2024009184,CUS0009184,Auto Loan,2024-02-03,38900.0,36,17.99,1406.0,7780.0,12,12,12,0,Current,56,Male,8407,Self-Employed,0.5,Khobar,Rented,Single,3,659,7,5,0,43.1,1,1,2,0,0,0,0,0,0
LN2024009185,CUS0009185,Personal Loan,2024-07-18,14600.0,36,25.29,583.0,2920.0,7,7,7,0,Current,37,Female,6446,Government,3.3,Jeddah,Owned,Married,0,764,9,6,0,29.6,2,2,2,0,0,0,0,0,0
LN2024009186,CUS0009186,Auto Loan,2024-01-22,40200.0,36,16.17,1417.0,8040.0,13,13,13,0,Current,29,Female,11525,Salaried,5.3,Jeddah,Rented,Married,0,590,6,4,0,75.3,0,0,0,0,0,0,0,0,0
LN2024009187,CUS0009187,Consumer Durable,2024-02-16,8900.0,12,8.57,777.0,2373.33,12,12,11,15,1-30 DPD,49,Female,4000,Government,5.5,Dammam,Rented,Married,0,598,6,5,0,35.3,1,1,4,0,0,1,0,0,1
LN2024009188,CUS0009188,Credit Card,2024-06-25,9300.0,18,32.1,658.0,4650.0,8,8,5,70,61-90 DPD,43,Male,4000,Government,0.5,Riyadh,Rented,Married,4,667,5,2,0,41.1,2,6,8,0,0,9,1,1,2
LN2024009189,CUS0009189,Auto Loan,2024-04-18,33900.0,48,15.55,953.0,6780.0,10,10,10,0,Current,43,Male,9348,Salaried,0.5,Jeddah,Company Provided,Married,2,805,10,8,0,33.6,1,2,5,0,0,0,0,0,0
LN2024009190,CUS0009190,Personal Loan,2024-03-05,23800.0,36,21.64,905.0,4760.0,11,11,11,0,Current,57,Female,9650,Salaried,0.9,Riyadh,Owned,Single,0,660,2,1,0,51.0,2,4,5,0,0,0,0,0,0
LN2024009191,CUS0009191,Personal Loan,2023-08-30,34700.0,24,21.65,1794.0,6940.0,18,18,18,0,Current,46,Male,13158,Salaried,0.5,Makkah,Rented,Married,3,659,9,5,0,53.5,0,1,2,0,0,0,0,0,0
LN2024009192,CUS0009192,Gold Loan,2024-12-06,9700.0,6,15.51,1691.0,1940.0,2,2,2,0,Current,36,Female,4000,Salaried,3.0,Makkah,Family,Single,2,613,5,3,1,60.9,2,3,4,60,0,0,0,0,0
LN2024009193,CUS0009193,Personal Loan,2024-10-13,30300.0,24,22.64,1582.0,12120.0,4,4,3,15,1-30 DPD,26,Male,10266,Salaried,7.6,Riyadh,Rented,Single,0,697,8,6,1,32.1,1,3,3,0,0,1,0,0,1
LN2024009194,CUS0009194,Personal Loan,2023-09-12,22300.0,18,18.6,1429.0,4460.0,17,17,17,0,Current,38,Female,5930,Salaried,1.8,Dammam,Owned,Single,2,850,7,4,0,5.0,0,0,0,0,0,0,0,0,0
LN2024009195,CUS0009195,Consumer Durable,2023-08-28,3400.0,6,19.0,598.0,680.0,18,6,6,0,Current,37,Male,4000,Salaried,6.1,Riyadh,Rented,Single,0,687,4,3,0,35.6,1,2,2,0,0,0,0,0,0
LN2024009196,CUS0009196,Auto Loan,2024-11-02,70100.0,48,13.39,1894.0,70100.0,3,3,0,75,61-90 DPD,48,Female,21336,Salaried,5.0,Madinah,Rented,Married,1,577,8,6,1,53.1,1,3,5,0,0,9,1,1,2
LN2024009197,CUS0009197,Consumer Durable,2024-04-29,4000.0,9,19.87,482.0,800.0,10,9,9,0,Current,41,Male,4000,Self-Employed,7.6,Jeddah,Family,Married,1,686,5,4,0,52.1,1,2,3,0,0,0,0,0,0
LN2024009198,CUS0009198,Consumer Durable,2025-01-27,4300.0,9,19.72,518.0,860.0,1,1,1,0,Current,44,Female,4000,Self-Employed,2.6,Makkah,Rented,Married,0,732,12,8,0,24.2,1,1,1,0,0,0,0,0,0
LN2024009199,CUS0009199,Gold Loan,2024-03-16,13100.0,6,12.84,2266.0,2620.0,11,6,6,0,Current,53,Female,5960,Government,4.0,Riyadh,Company Provided,Married,0,750,7,4,0,26.2,2,3,4,0,0,0,0,0,0
LN2024009200,CUS0009200,Auto Loan,2024-09-11,54800.0,36,15.91,1924.0,10960.0,5,5,5,0,Current,41,Female,11467,Salaried,4.8,Other,Family,Divorced,2,611,9,6,1,50.3,0,0,0,0,0,0,0,0,0
LN2024009201,CUS0009201,Auto Loan,2023-09-25,59000.0,48,17.21,1709.0,11800.0,17,17,17,0,Current,31,Female,19040,Salaried,12.2,Riyadh,Rented,Married,2,606,11,7,1,48.9,2,2,2,0,0,0,0,0,0
LN2024009202,CUS0009202,Consumer Durable,2024-11-18,5700.0,6,13.77,989.0,4180.0,3,3,1,54,31-60 DPD,35,Female,4000,Self-Employed,1.0,Other,Owned,Single,3,532,15,8,0,39.3,1,1,3,60,0,9,2,1,0
LN2024009203,CUS0009203,Consumer Durable,2024-08-09,2500.0,9,7.75,287.0,1500.0,6,6,3,157,90+ DPD,47,Female,4000,Government,0.5,Madinah,Owned,Single,2,538,6,3,0,66.4,1,1,3,0,0,19,4,1,2
LN2024009204,CUS0009204,Gold Loan,2023-11-08,5000.0,18,16.26,315.0,1000.0,15,15,15,0,Current,49,Male,4000,Salaried,5.0,Jeddah,Rented,Married,3,636,6,3,0,47.3,1,2,3,0,0,0,0,0,0
LN2024009205,CUS0009205,Personal Loan,2023-08-11,65700.0,18,22.96,4349.0,16060.0,18,18,17,22,1-30 DPD,53,Male,13815,Salaried,5.3,Jeddah,Owned,Single,4,788,13,11,0,22.2,2,2,3,0,0,3,2,1,0
LN2024009206,CUS0009206,Auto Loan,2024-12-05,51000.0,60,17.95,1294.0,10200.0,2,2,2,0,Current,41,Male,24408,Government,17.5,Dammam,Rented,Single,4,850,5,2,0,10.7,2,2,3,0,0,0,0,0,0
LN2024009207,CUS0009207,Consumer Durable,2024-06-03,6300.0,12,8.92,551.0,1260.0,8,8,8,0,Current,27,Female,4000,Business Owner,7.8,Jeddah,Owned,Married,3,732,9,6,0,34.6,0,0,3,0,0,0,0,0,0
LN2024009208,CUS0009208,Gold Loan,2023-08-26,21800.0,6,17.57,3822.0,4360.0,18,6,6,0,Current,52,Female,6297,Salaried,3.0,Makkah,Owned,Married,4,734,8,6,0,30.9,0,3,3,0,0,0,0,0,0
LN2024009209,CUS0009209,Consumer Durable,2024-07-13,5100.0,12,1.81,429.0,1020.0,7,7,7,0,Current,49,Male,4000,Salaried,4.7,Makkah,Family,Married,2,670,6,3,0,27.6,1,3,3,0,0,0,0,0,0
LN2024009210,CUS0009210,Gold Loan,2024-02-08,13200.0,18,16.44,832.0,2640.0,12,12,12,0,Current,35,Female,4000,Business Owner,0.5,Dammam,Family,Married,1,704,11,5,0,20.4,1,1,2,30,0,0,0,0,0
LN2024009211,CUS0009211,Credit Card,2024-03-04,7100.0,18,26.71,483.0,2969.09,11,11,8,118,90+ DPD,44,Male,4000,Salaried,7.8,Riyadh,Rented,Single,3,629,5,2,0,61.8,2,3,4,60,0,8,2,1,2
LN2024009212,CUS0009212,Personal Loan,2024-12-06,29800.0,24,25.12,1592.0,5960.0,2,2,2,0,Current,57,Male,8917,Government,15.4,Dammam,Owned,Married,3,716,5,3,0,50.7,1,3,4,0,0,0,0,0,0
LN2024009213,CUS0009213,Credit Card,2024-08-26,3500.0,12,29.52,340.0,700.0,6,6,6,0,Current,38,Male,4000,Self-Employed,10.7,Jeddah,Owned,Married,0,676,10,7,1,43.1,0,0,1,0,0,0,0,0,0
LN2024009214,CUS0009214,Auto Loan,2024-10-14,25800.0,36,12.47,863.0,10320.0,4,4,3,26,1-30 DPD,58,Male,8861,Salaried,1.6,Riyadh,Family,Married,5,652,7,5,0,54.8,0,1,3,0,0,1,1,1,0
LN2024009215,CUS0009215,Personal Loan,2024-12-21,14300.0,24,18.83,720.0,8580.0,2,2,1,24,1-30 DPD,34,Male,4000,Salaried,9.7,Jeddah,Rented,Single,0,686,8,6,0,37.5,0,1,1,0,0,0,0,0,0
LN2024009216,CUS0009216,Personal Loan,2023-09-21,24500.0,24,23.45,1289.0,4900.0,17,17,17,0,Current,52,Male,7406,Salaried,4.9,Riyadh,Rented,Single,5,685,8,4,0,33.0,0,1,2,0,0,0,0,0,0
LN2024009217,CUS0009217,Personal Loan,2023-10-02,29700.0,48,22.13,938.0,5940.0,16,16,16,0,Current,38,Male,11916,Government,1.6,Riyadh,Owned,Single,2,686,6,4,0,55.3,0,0,0,0,0,0,0,0,0
LN2024009218,CUS0009218,Personal Loan,2024-06-29,10000.0,48,21.9,315.0,2000.0,8,8,8,0,Current,40,Male,4000,Salaried,12.3,Dammam,Rented,Married,2,703,13,11,0,40.3,0,0,0,0,0,0,0,0,0
LN2024009219,CUS0009219,Auto Loan,2024-02-19,37800.0,24,12.48,1788.0,7560.0,12,12,12,0,Current,41,Male,17853,Salaried,2.2,Riyadh,Rented,Married,5,654,7,3,0,30.4,1,1,1,0,0,0,0,0,0
LN2024009220,CUS0009220,Credit Card,2024-10-09,15200.0,24,24.23,805.0,12160.0,4,4,1,110,90+ DPD,48,Male,4000,Self-Employed,1.4,Jeddah,Rented,Married,1,692,8,5,0,27.1,0,0,0,0,0,10,4,3,1
LN2024009221,CUS0009221,Consumer Durable,2024-04-02,2500.0,9,5.32,284.0,500.0,10,9,9,0,Current,27,Male,4000,Salaried,9.4,Riyadh,Owned,Married,1,690,7,6,0,59.2,0,2,3,0,0,0,0,0,0
LN2024009222,CUS0009222,Auto Loan,2023-10-06,33600.0,24,16.92,1660.0,6720.0,16,16,16,0,Current,29,Male,10112,Salaried,2.1,Jeddah,Owned,Married,2,625,5,3,1,48.3,2,3,3,0,0,0,0,0,0
LN2024009223,CUS0009223,Auto Loan,2025-01-21,29600.0,36,13.56,1005.0,5920.0,1,1,1,0,Current,48,Male,6700,Salaried,0.5,Riyadh,Family,Married,1,777,6,5,0,12.1,0,0,0,0,0,0,0,0,0
LN2024009224,CUS0009224,Personal Loan,2024-09-23,25200.0,48,24.4,827.0,5040.0,5,5,5,0,Current,39,Male,9398,Self-Employed,1.5,Jeddah,Owned,Married,2,736,2,1,0,10.5,2,2,3,30,0,0,0,0,0
LN2024009225,CUS0009225,Consumer Durable,2024-10-13,7100.0,6,13.06,1229.0,5680.0,4,4,1,147,90+ DPD,46,Male,4000,Self-Employed,9.3,Riyadh,Rented,Married,0,504,6,4,0,74.4,1,2,3,60,0,12,5,2,2
LN2024009226,CUS0009226,Personal Loan,2024-10-18,43000.0,36,22.59,1655.0,34400.0,4,4,1,79,61-90 DPD,57,Male,17345,Salaried,5.5,Riyadh,Owned,Married,2,564,8,4,1,60.4,2,2,2,0,0,3,0,0,0
LN2024009227,CUS0009227,Consumer Durable,2024-04-17,9400.0,9,1.84,1052.0,1880.0,10,9,9,0,Current,47,Male,4000,Salaried,1.1,Riyadh,Rented,Married,4,752,15,10,0,10.0,0,1,2,0,0,0,0,0,0
LN2024009228,CUS0009228,Personal Loan,2023-08-18,20000.0,24,25.73,1075.0,4000.0,18,18,18,0,Current,48,Female,4357,Salaried,0.5,Dammam,Owned,Married,4,662,8,5,0,49.6,0,1,3,0,0,0,0,0,0
LN2024009229,CUS0009229,Consumer Durable,2024-03-27,3900.0,9,5.98,444.0,780.0,11,9,9,0,Current,47,Male,4000,Business Owner,13.0,Dammam,Rented,Married,2,748,8,5,0,24.7,2,3,5,0,0,0,0,0,0
LN2024009230,CUS0009230,Consumer Durable,2024-09-07,2000.0,9,17.06,238.0,400.0,5,5,5,0,Current,47,Male,4000,Salaried,8.9,Jeddah,Family,Single,5,693,4,3,0,53.4,2,2,4,0,0,0,0,0,0
LN2024009231,CUS0009231,Personal Loan,2024-08-29,28400.0,18,25.85,1920.0,5680.0,6,6,6,0,Current,34,Female,6702,Self-Employed,1.7,Makkah,Owned,Married,0,727,3,2,0,49.1,1,2,5,0,0,0,0,0,0
LN2024009232,CUS0009232,Credit Card,2024-10-14,15400.0,24,31.28,871.0,3080.0,4,4,4,0,Current,42,Male,6889,Salaried,13.9,Jeddah,Company Provided,Divorced,3,689,7,6,0,49.6,1,1,1,0,0,0,0,0,0
LN2024009233,CUS0009233,Personal Loan,2024-03-30,25100.0,12,22.55,2356.0,5020.0,11,11,11,0,Current,55,Female,9963,Salaried,5.2,Khobar,Owned,Single,4,731,3,2,0,33.2,1,1,3,0,0,0,0,0,0
LN2024009234,CUS0009234,Credit Card,2023-11-30,9200.0,24,29.4,512.0,2330.67,15,15,14,30,1-30 DPD,52,Male,4040,Salaried,9.2,Other,Family,Divorced,1,609,14,12,2,38.9,1,1,1,0,0,3,0,0,1
LN2024009235,CUS0009235,Personal Loan,2024-01-03,59800.0,36,19.67,2212.0,15640.0,13,13,12,3,1-30 DPD,40,Male,17110,Business Owner,3.0,Riyadh,Family,Married,4,635,10,5,1,58.8,1,2,2,0,0,0,0,0,0
LN2024009236,CUS0009236,Gold Loan,2024-04-04,9200.0,6,12.66,1590.0,5520.0,10,6,3,75,61-90 DPD,60,Male,4000,Salaried,4.7,Riyadh,Rented,Divorced,2,589,9,6,0,23.7,2,2,5,60,0,8,0,0,2
LN2024009237,CUS0009237,Auto Loan,2024-10-17,24300.0,48,12.73,649.0,4860.0,4,4,4,0,Current,23,Male,7421,Self-Employed,9.6,Other,Family,Single,0,616,5,2,0,41.8,3,3,4,60,0,0,0,0,0
LN2024009238,CUS0009238,Gold Loan,2024-07-25,21000.0,6,17.19,3678.0,4200.0,7,6,6,0,Current,52,Male,7338,Self-Employed,0.5,Jeddah,Family,Married,4,684,9,7,3,44.9,1,3,4,0,0,0,0,0,0
LN2024009239,CUS0009239,Personal Loan,2024-02-16,10000.0,24,19.41,506.0,2000.0,12,12,12,0,Current,42,Male,4000,Government,2.9,Dammam,Rented,Single,3,634,5,4,1,40.5,1,2,3,60,0,0,0,0,0
LN2024009240,CUS0009240,Personal Loan,2023-10-06,10900.0,24,22.29,567.0,2180.0,16,16,16,0,Current,38,Female,4399,Salaried,11.1,Dammam,Owned,Married,2,559,4,3,0,48.3,1,1,2,30,0,0,0,0,0
LN2024009241,CUS0009241,Auto Loan,2023-12-17,43900.0,60,17.57,1105.0,16305.71,14,14,11,61,61-90 DPD,37,Female,9201,Government,1.5,Jeddah,Owned,Married,2,660,7,3,0,49.2,0,0,0,0,0,8,3,0,1
LN2024009242,CUS0009242,Personal Loan,2024-05-23,26700.0,18,21.89,1754.0,14833.33,9,9,5,151,90+ DPD,40,Male,7364,Salaried,8.9,Jeddah,Owned,Married,3,781,11,7,0,5.0,1,2,2,0,0,12,4,3,3
LN2024009243,CUS0009243,Gold Loan,2024-01-02,17000.0,18,15.98,1068.0,3400.0,13,13,13,0,Current,44,Male,6684,Business Owner,0.5,Jeddah,Rented,Married,0,723,3,2,1,51.8,1,1,1,0,0,0,0,0,0
LN2024009244,CUS0009244,Consumer Durable,2023-10-06,3300.0,12,12.19,293.0,660.0,16,12,12,0,Current,45,Female,4000,Salaried,1.8,Jeddah,Owned,Married,3,643,7,5,2,44.1,0,1,1,0,1,0,0,0,0
LN2024009245,CUS0009245,Consumer Durable,2024-11-21,8300.0,12,8.26,723.0,1660.0,3,3,3,0,Current,40,Male,4000,Salaried,20.2,Dammam,Owned,Married,5,684,11,7,0,50.5,1,3,4,0,0,0,0,0,0
LN2024009246,CUS0009246,Auto Loan,2024-08-05,33200.0,48,12.18,877.0,11066.67,6,6,5,12,1-30 DPD,49,Male,8672,Salaried,9.7,Madinah,Owned,Married,3,718,5,3,0,44.4,1,1,1,0,0,2,0,0,0
LN2024009247,CUS0009247,Credit Card,2023-08-20,11700.0,18,27.67,802.0,2340.0,18,18,18,0,Current,48,Male,4000,Salaried,1.2,Riyadh,Rented,Divorced,3,729,6,3,0,23.4,2,2,3,0,0,0,0,0,0
LN2024009248,CUS0009248,Auto Loan,2024-05-26,52400.0,48,14.11,1435.0,10480.0,9,9,9,0,Current,51,Female,11136,Salaried,3.9,Riyadh,Family,Single,3,728,7,3,0,26.3,0,2,5,0,0,0,0,0,0
LN2024009249,CUS0009249,Auto Loan,2024-08-09,74000.0,24,16.67,3647.0,34533.33,6,6,4,47,31-60 DPD,43,Female,21814,Self-Employed,8.5,Tabuk,Rented,Married,2,630,6,4,0,30.1,0,2,2,30,0,2,0,0,1
LN2024009250,CUS0009250,Auto Loan,2023-09-16,33800.0,24,12.75,1603.0,6760.0,17,17,17,0,Current,43,Male,9538,Business Owner,0.5,Riyadh,Rented,Married,2,707,4,3,0,28.5,0,2,3,0,0,0,0,0,0
LN2024009251,CUS0009251,Personal Loan,2024-05-31,19200.0,24,25.97,1034.0,7253.33,9,9,7,40,31-60 DPD,31,Female,8560,Salaried,3.2,Riyadh,Rented,Married,2,669,5,3,0,54.7,0,0,2,0,0,5,1,1,0
LN2024009252,CUS0009252,Credit Card,2024-07-27,5900.0,12,28.7,571.0,1180.0,7,7,7,0,Current,58,Male,4000,Government,2.3,Dammam,Rented,Single,0,679,5,3,0,48.5,0,2,3,30,0,0,0,0,0
LN2024009253,CUS0009253,Personal Loan,2024-02-05,13300.0,24,23.97,703.0,3546.67,12,12,11,11,1-30 DPD,34,Female,4000,Salaried,5.0,Dammam,Owned,Married,5,560,9,5,0,51.8,1,3,4,30,0,2,0,0,0
LN2024009254,CUS0009254,Consumer Durable,2023-12-04,6100.0,6,12.28,1053.0,1220.0,14,6,6,0,Current,42,Male,4000,Salaried,1.8,Khobar,Company Provided,Married,5,737,3,2,0,17.1,0,2,2,0,0,0,0,0,0
LN2024009255,CUS0009255,Consumer Durable,2025-01-11,4800.0,6,16.33,839.0,960.0,1,1,1,0,Current,28,Female,4000,Salaried,24.6,Dammam,Rented,Married,2,751,4,2,0,32.3,1,1,1,0,0,0,0,0,0
LN2024009256,CUS0009256,Personal Loan,2023-09-05,39000.0,24,25.56,2092.0,7800.0,17,17,17,0,Current,39,Male,11784,Salaried,2.0,Makkah,Owned,Divorced,1,550,6,4,1,42.9,1,3,3,0,0,0,0,0,0
LN2024009257,CUS0009257,Consumer Durable,2024-03-19,9100.0,18,10.88,550.0,1820.0,11,11,11,0,Current,54,Male,4128,Self-Employed,1.1,Dammam,Family,Single,5,688,5,3,0,40.5,0,0,0,0,0,0,0,0,0
LN2024009258,CUS0009258,Credit Card,2024-08-24,8900.0,18,35.54,645.0,1780.0,6,6,6,0,Current,44,Male,4000,Self-Employed,0.5,Tabuk,Rented,Divorced,1,669,10,6,0,29.1,2,2,4,0,0,0,0,0,0
LN2024009259,CUS0009259,Personal Loan,2024-08-28,44800.0,12,20.29,4156.0,8960.0,6,6,6,0,Current,56,Male,12091,Salaried,11.3,Riyadh,Rented,Single,4,643,8,5,1,51.3,3,4,6,0,0,0,0,0,0
LN2024009260,CUS0009260,Credit Card,2023-11-06,7200.0,12,33.77,715.0,1440.0,15,12,12,0,Current,47,Male,4000,Business Owner,0.5,Jeddah,Rented,Divorced,0,657,7,6,1,29.4,2,3,4,0,0,0,0,0,0
LN2024009261,CUS0009261,Consumer Durable,2024-08-12,13400.0,6,5.66,2270.0,8040.0,6,6,3,81,61-90 DPD,37,Male,4140,Salaried,2.0,Jeddah,Owned,Married,2,745,6,5,0,44.3,2,3,4,0,0,12,6,3,1
LN2024009262,CUS0009262,Consumer Durable,2023-10-24,30000.0,9,5.27,3407.0,6000.0,16,9,9,0,Current,33,Female,14192,Salaried,0.5,Makkah,Rented,Married,5,560,7,4,0,59.1,0,0,0,30,0,0,0,0,0
LN2024009263,CUS0009263,Personal Loan,2024-12-17,24800.0,36,24.74,983.0,4960.0,2,2,2,0,Current,33,Female,11379,Self-Employed,2.0,Madinah,Owned,Married,3,585,4,3,0,35.7,4,4,5,30,0,0,0,0,0
LN2024009264,CUS0009264,Personal Loan,2024-10-26,36400.0,18,23.7,2423.0,7280.0,4,4,4,0,Current,27,Female,8413,Business Owner,1.6,Khobar,Family,Married,3,646,6,5,0,53.7,1,1,1,30,0,0,0,0,0
LN2024009265,CUS0009265,Consumer Durable,2024-04-06,8000.0,12,6.67,691.0,1600.0,10,10,10,0,Current,48,Male,4000,Salaried,5.7,Riyadh,Owned,Single,0,684,9,6,1,38.0,2,2,3,0,0,0,0,0,0
LN2024009266,CUS0009266,Auto Loan,2024-04-19,48300.0,36,13.09,1630.0,9660.0,10,10,10,0,Current,28,Female,14323,Salaried,1.8,Riyadh,Rented,Single,3,641,8,5,0,45.7,4,4,5,0,0,0,0,0,0
LN2024009267,CUS0009267,Personal Loan,2025-01-27,11600.0,18,25.14,780.0,2320.0,1,1,1,0,Current,55,Female,4000,Business Owner,13.9,Tabuk,Company Provided,Married,4,706,7,6,0,22.5,2,3,5,30,0,0,0,0,0
LN2024009268,CUS0009268,Personal Loan,2024-10-04,34900.0,24,22.28,1815.0,6980.0,4,4,4,0,Current,33,Female,7081,Self-Employed,14.5,Tabuk,Owned,Married,2,653,6,4,0,47.4,2,3,3,0,0,0,0,0,0
LN2024009269,CUS0009269,Consumer Durable,2024-07-09,2000.0,12,12.78,178.0,400.0,7,7,7,0,Current,41,Female,4000,Salaried,5.3,Riyadh,Owned,Married,3,737,7,5,0,30.4,1,1,2,0,0,0,0,0,0
LN2024009270,CUS0009270,Credit Card,2025-01-20,13200.0,18,26.21,895.0,2640.0,1,1,1,0,Current,53,Male,4000,Salaried,2.7,Makkah,Rented,Married,0,721,11,5,0,39.6,1,2,2,0,0,0,0,0,0
LN2024009271,CUS0009271,Personal Loan,2023-10-27,10300.0,48,18.53,305.0,2060.0,16,16,16,0,Current,47,Female,4000,Government,16.0,Other,Owned,Single,5,610,9,6,1,38.0,2,2,2,0,0,0,0,0,0
LN2024009272,CUS0009272,Auto Loan,2024-03-14,32200.0,48,14.51,888.0,6440.0,11,11,11,0,Current,34,Male,10122,Salaried,3.0,Dammam,Rented,Single,2,733,7,4,0,34.2,0,1,1,0,0,0,0,0,0
LN2024009273,CUS0009273,Personal Loan,2024-06-24,24500.0,24,21.65,1267.0,4900.0,8,8,8,0,Current,43,Male,7546,Self-Employed,6.8,Riyadh,Family,Married,2,667,10,8,0,39.9,1,1,1,0,0,0,0,0,0
LN2024009274,CUS0009274,Auto Loan,2024-04-08,27800.0,24,13.45,1328.0,5560.0,10,10,10,0,Current,45,Male,5689,Business Owner,2.8,Dammam,Family,Married,1,723,8,6,1,37.9,0,1,2,0,0,0,0,0,0
LN2024009275,CUS0009275,Auto Loan,2024-03-19,67900.0,48,17.12,1963.0,13580.0,11,11,11,0,Current,36,Female,19146,Salaried,0.9,Riyadh,Rented,Single,3,770,8,4,0,5.0,0,0,1,0,0,0,0,0,0
LN2024009276,CUS0009276,Auto Loan,2024-03-28,32400.0,48,15.95,917.0,6480.0,11,11,11,0,Current,40,Female,10373,Salaried,6.4,Riyadh,Rented,Single,2,605,9,5,0,35.4,1,4,6,30,0,0,0,0,0
LN2024009277,CUS0009277,Gold Loan,2024-12-01,7100.0,12,16.76,647.0,1420.0,2,2,2,0,Current,57,Male,4000,Salaried,34.2,Riyadh,Rented,Married,3,688,10,5,1,48.8,0,0,0,0,0,0,0,0,0
LN2024009278,CUS0009278,Personal Loan,2024-10-01,10000.0,36,20.57,375.0,2000.0,4,4,4,0,Current,58,Male,4000,Government,3.4,Jeddah,Owned,Married,4,686,9,5,0,40.4,3,3,4,0,0,0,0,0,0
LN2024009279,CUS0009279,Personal Loan,2025-01-08,20000.0,48,25.07,664.0,4000.0,1,1,1,0,Current,50,Female,4817,Self-Employed,3.3,Makkah,Rented,Single,2,717,7,4,0,35.5,1,2,3,0,0,0,0,0,0
LN2024009280,CUS0009280,Personal Loan,2024-04-19,22100.0,18,22.59,1459.0,4420.0,10,10,10,0,Current,55,Male,8407,Self-Employed,1.6,Makkah,Rented,Married,1,656,5,2,0,62.0,1,1,1,0,0,0,0,0,0
LN2024009281,CUS0009281,Consumer Durable,2024-07-29,10100.0,18,4.31,580.0,2020.0,7,7,7,0,Current,35,Female,4000,Business Owner,7.4,Riyadh,Rented,Married,1,799,4,2,0,5.0,0,1,1,0,0,0,0,0,0
LN2024009282,CUS0009282,Auto Loan,2024-12-23,32200.0,36,14.34,1106.0,32200.0,2,2,0,151,90+ DPD,52,Female,9617,Salaried,1.3,Dammam,Rented,Married,5,734,9,4,0,36.4,0,2,3,0,0,8,3,1,1
LN2024009283,CUS0009283,Auto Loan,2023-12-16,29000.0,60,14.67,685.0,5800.0,14,14,14,0,Current,36,Male,9469,Self-Employed,2.6,Jeddah,Family,Married,2,571,7,3,0,54.5,0,0,1,30,0,0,0,0,0
LN2024009284,CUS0009284,Gold Loan,2025-01-03,13500.0,18,14.68,840.0,2700.0,1,1,1,0,Current,60,Male,4000,Salaried,1.1,Riyadh,Rented,Married,4,732,4,2,0,14.2,2,2,2,0,0,0,0,0,0
LN2024009285,CUS0009285,Consumer Durable,2023-08-17,2800.0,9,12.79,328.0,560.0,18,9,9,0,Current,54,Male,4000,Self-Employed,1.6,Riyadh,Family,Married,3,633,8,4,1,52.5,2,6,7,0,0,0,0,0,0
